0.119949,0.985027,-0.123802,0.080048,1.634312,0.861809
0.139958,0.968686,-0.205068,-1.688877,2.555011,1.101567
0.163164,0.950304,-0.265131,-1.108934,1.009321,0.242593
0.155208,0.91808,-0.364739,-0.420696,0.975307,0.162346
0.109155,0.88042,-0.461456,0.730673,1.248395,-0.805649
0.098644,0.855676,-0.508019,0.438007,1.365958,-0.41645
0.097529,0.83956,-0.534437,0.286214,1.115427,0.013014
0.086206,0.819935,-0.565925,-0.090372,-0.190159,0.634956
0.068133,0.7986,-0.59799,-0.223589,-1.577058,0.778044
0.055227,0.78274,-0.619891,-0.210683,-1.561197,0.799945
0.044996,0.779453,-0.624839,0.115435,-1.881947,1.232048
0.034977,0.796839,-0.603176,-0.142124,-1.305033,1.533763
0.05661,0.830108,-0.554717,-0.163757,-1.338302,1.485305
0.093619,0.860895,-0.50009,-0.255072,0.066305,0.29814
0.130576,0.873881,-0.468271,-0.591971,0.511572,-0.887106
0.16644,0.866702,-0.470235,-0.484219,0.398969,-1.49139
0.159031,0.842699,-0.514356,0.078685,-1.620562,0.702237
0.121826,0.815566,-0.565692,0.766632,0.646791,2.304232
0.141864,0.807087,-0.573132,0.447888,3.736797,2.01582
0.126825,0.806023,-0.578133,1.025183,1.352317,0.063515
0.176046,0.800537,-0.572839,-0.864492,-0.276718,-0.822746
0.135392,0.820965,-0.55469,-0.718705,-0.053189,0.31383
0.055299,0.834236,-0.548623,-0.272767,1.416466,0.514291
0.069236,0.888516,-0.453585,0.037637,1.555789,0.325869
0.095903,0.927862,-0.360373,0.535857,1.673167,0.359579
0.103959,0.953186,-0.28394,-0.053086,0.890458,-0.066326
0.109699,0.970482,-0.214758,-0.508869,0.012489,-0.423746
0.122448,0.981806,-0.145097,-0.772366,-0.387354,-0.72383
0.130386,0.988003,-0.082704,-0.824631,-0.89024,-0.365309
0.12038,0.991891,-0.040614,-0.19376,-0.672418,-0.022878
0.110626,0.993853,0.00237,0.148621,-0.574374,0.220683
0.105151,0.99262,0.060293,0.399045,-0.964086,-0.422644
0.103521,0.991136,0.083179,0.089426,-0.692461,-0.618152
0.105173,0.992632,0.06006,-0.103326,-0.641848,-0.391466
0.101651,0.993967,0.041032,-0.433392,-0.818384,-0.230637
0.087914,0.996066,0.010573,-0.370278,-0.663165,0.023988
0.06561,0.996812,-0.045264,-0.104245,-0.0085,0.389213
0.060784,0.992531,-0.105717,0.177849,1.764381,0.828846
0.093617,0.979716,-0.177147,-1.062901,1.883519,0.622642
0.115293,0.965371,-0.234002,-1.602598,0.915153,0.312844
0.128606,0.944181,-0.30327,-0.541539,1.139544,0.427126
0.082269,0.915508,-0.393787,0.305121,1.310108,0.032779
0.017508,0.875424,-0.483031,0.559442,1.403461,-0.460969
0.011293,0.850354,-0.526084,0.236312,1.074435,0.175879
0.018303,0.834244,-0.551087,-0.009315,0.387192,0.783433
0.015464,0.814176,-0.580407,-0.094794,0.072009,0.953469
0.009202,0.792382,-0.609952,-0.228257,-0.871743,0.631955
0.005788,0.776788,-0.629731,-0.169133,-1.22999,0.574113
0.004133,0.770945,-0.636885,-0.060285,-1.40124,0.674025
-0.006232,0.773435,-0.633841,0.068075,-1.516477,0.812201
