-0.11276,0.993071,-0.033068,-0.000704,0.011278,-0.004439
-0.112529,0.993097,-0.033065,0.000942,0.00971,-0.00258
-0.112269,0.993125,-0.03312,-0.001806,0.006493,-0.001899
-0.112005,0.993153,-0.033176,-0.001337,0.009136,-0.000867
-0.111698,0.993186,-0.033218,-0.004742,0.010048,0.003708
-0.111348,0.993225,-0.033261,-0.007412,0.009141,0.007291
-0.111007,0.99326,-0.033336,-0.009919,0.010204,0.006923
-0.110697,0.993287,-0.03356,-0.008169,0.009246,0.013785
-0.110406,0.993308,-0.033879,-0.011207,0.006585,0.013112
-0.1102,0.993321,-0.034167,-0.01187,0.005153,0.014086
-0.110152,0.993321,-0.034352,-0.003221,0.001263,0.014546
-0.110319,0.993304,-0.034308,0.000578,0.002348,0.006979
-0.110651,0.993278,-0.033966,0.003382,0.000176,0.001999
-0.111066,0.993254,-0.033311,0.011182,0.004106,-0.002837
-0.111443,0.993238,-0.03253,0.012306,0.013369,-0.003999
-0.111705,0.993231,-0.031824,0.01115,0.014352,-0.008489
-0.11179,0.993238,-0.03132,0.012012,0.02022,-0.012381
-0.111708,0.993255,-0.03108,0.008101,0.012269,-0.014056
-0.111498,0.993278,-0.031096,0.007967,0.011742,-0.014253
-0.111184,0.993307,-0.031296,0.004876,0.013911,-0.012573
-0.110808,0.99334,-0.031563,0.00067,0.009773,-0.008567
-0.110418,0.993374,-0.031864,-0.002008,0.009983,-0.006176
-0.110032,0.993407,-0.032157,-0.00476,0.005311,-0.002603
-0.10968,0.993441,-0.032339,-0.00885,0.010817,0.003912
-0.109413,0.993465,-0.032493,-0.010338,0.01183,0.004813
-0.109213,0.993485,-0.032564,-0.012446,0.010315,0.008516
-0.109048,0.993501,-0.03261,-0.013647,0.004698,0.014132
-0.108916,0.993514,-0.032651,-0.012971,0.004533,0.014188
-0.108808,0.993525,-0.032675,-0.010241,0.001424,0.011801
-0.108761,0.993531,-0.032664,-0.003177,0.0074,0.009822
-0.108793,0.993527,-0.03265,-4.8e-05,0.007846,0.01022
-0.108893,0.993516,-0.03268,0.004691,0.011749,0.005733
-0.109022,0.993501,-0.032703,0.003096,0.017531,0.002674
-0.109131,0.993487,-0.032768,0.001847,0.018308,0.001396
-0.109179,0.993477,-0.032904,0.003466,0.01403,0.001349
-0.109163,0.993471,-0.033139,0.00638,0.00955,0.001324
-0.109105,0.993468,-0.03342,0.006215,0.006715,0.002811
-0.109008,0.99347,-0.033691,0.006118,0.006042,0.00212
-0.108897,0.993474,-0.033926,0.007655,0.009715,0.003805
-0.108808,0.993477,-0.034115,0.005628,0.008705,0.005779
-0.108735,0.993481,-0.034242,0.000672,0.007649,0.002427
-0.108738,0.993477,-0.034349,-8.8e-05,0.007897,0.004411
-0.108777,0.993469,-0.034438,-0.001529,0.013016,0.004043
-0.108784,0.993465,-0.034541,-0.006817,0.007725,0.007411
-0.108735,0.993463,-0.034753,-0.004272,0.007346,0.009042
-0.108682,0.993458,-0.035072,-0.002707,0.00819,0.008094
-0.108634,0.993448,-0.035488,-0.005334,0.011709,0.004497
-0.108573,0.993438,-0.03594,-0.00512,0.008805,0.005529
-0.10847,0.993432,-0.036442,-0.006001,0.006858,0.002644
-0.108365,0.993421,-0.037048,-0.004535,0.015841,0.006225
